name,longitude,latitude
1733商业空间,116.407387,39.904179
3.3三点三大厦,114.707013,23.75516
BHG Mall(公益西桥店),116.311151,40.029084
BHG Mall北京华联亦庄购物中心,116.50193,39.80546
BHG Mall北京华联购物中心(天时名苑店),116.311258,40.028684
BOM嘻番里,116.353832,40.001771
KALCITY能量城市,116.280921,39.953787
NTP新城广场,116.421973,39.868456
New World Shopping Mall,116.4177847,39.8966993
Plus365购物中心(门头沟店),116.595752,39.912366
SOGO新馆,116.375389,39.896475
SOLANA蓝色港湾,116.475922,39.949382
T+MALL,116.454751,39.932155
THE BOX朝外年轻力中心,116.444814,39.923495
TONGLI MARKET同里市集,116.697863,39.942789
The Place,116.4717659,39.91364069999999
西单民族商场,116.3761846,39.9104099
k酷时尚广场,116.420089,40.032862
一起来生活MALL,116.242945,40.220191
七棵树商场,116.094355,39.953457
万优汇Unit One,116.414299,40.055948
万德福广场,117.093136,40.147772
万意百货(回龙观店),116.334808,40.079674
万意百货商场广场,116.636522,39.905658
万泽经海广场,116.562726,39.782265
万科广场(旧宫店),116.264973,39.882346
万科时代中心(朝阳路店),116.484326,39.990909
万达广场,116.298886,39.824598
万达广场(CBD店),116.225303,39.906431
万鑫佰隆购物商城,116.591607,39.916911
万龙商场(安立路店),116.408166,39.993585
三旗百汇商品城,116.340144,40.061358
三旗百汇商品城-三厅,116.34137,40.062464
三羊生活广场,116.523935,39.821879
三里屯SOHO,116.453502,39.932257
三里屯太古里,116.452962,39.934474
上品+(城市奥莱店),116.358333,39.850955
上品+互联网社区奥莱(草桥店),116.290609,39.844952
上品宜购城市奥莱,116.41745,40.031125
上海沙龙新天地天宝商业中心,116.498734,39.791723
世界之花假日广场,116.422891,39.820155
世纪园商城(商业街店),116.634772,40.314286
世纪天鼎购物广场,116.401764,39.89162
世纪家家福生活广场(和义店),116.402825,39.813541
世纪金源购物中心,116.288301,39.958603
世纪金源购物中心童兜天地,116.28881,39.958426
世纪隆购物中心,117.115629,40.147239
世茂广场(工三店),116.449383,39.935099
世贸天阶,116.452017,39.916492
东升La Vie商业广场,115.991668,39.786474
东升生活广场,115.967144,39.758531
东安市场,116.34756,39.546284
东家营商场,116.512922,40.03605
东方天作商城,116.662309,39.865903
东方广场,116.414092,39.909369
东方新天地,116.414498,39.909473
东方金融中心,116.363957,39.936251
东森时尚百货,116.427925,39.854727
东潞苑商场,116.676754,39.936648
东环广场,116.435968,39.937226
中关村壹号,116.247329,40.076091
中关村广场购物中心,116.313091,39.981397
中关村广场购物中心B区,116.313086,39.981229
中关村领展广场,116.314538,39.979182
中发百旺商城,116.276833,40.028943
中商华贸商厦,116.598817,39.912562
中国国际展览中心顺义新馆,116.549281,40.071208
中国第一商城,116.470721,39.915663
中国联通燕丹手机商场,116.4397062,40.0871282
中复电迅商场,116.41064,39.921683
中央公园广场商铺,117.107698,40.141219
中昂时代广场,116.095919,39.944315
中服电讯商场（大兴动感96商场）店,116.340279,39.732016
中福万合广场,116.308093,39.909317
中福百货(望京店),116.463629,40.000569
中粮·祥云小镇,116.537301,40.088227
中粮广场,116.429877,39.907018
中踏广场,115.976231,40.460086
中间艺术区,116.230445,39.954189
中骏·世界城,118.65865,24.918619
丰体时代商城,116.271118,39.867205
丰台大悦春风里,116.36466,39.810084
丰联广场,116.438475,39.923738
丽泽16号购物中心,116.312761,39.876181
丽泽天地,116.334537,39.866546
丽都广场-商业,116.47846,39.977185
久隆百货(酒仙桥店),116.494903,39.961618
乐友易世达广场(易事达广场店),116.339693,39.737211
乐天银泰百货,116.41175,39.916326
乐客安商城,116.464383,39.996373
乔庄商场,116.688163,39.893101
云岗百货商场,116.159395,39.809416
云影电影小镇,116.593025,39.911055
五交化商场,116.634116,40.31460999999999
五棵松购物中心,116.276665,39.912583
五道口购物中心,116.3392904,39.9925181
亚特商场,116.341999,39.726264
亦庄创意生活广场,116.50626,39.810932
京东派(华北电力大学店),116.555904,39.786059
京力港商城,116.104399,39.937501
京北大世界,116.632241,40.31532
京妮儿童汇(通州华业店),116.415506,40.068152
京投港·长阳购物中心,116.212914,39.763023
京果商厦,116.345804,39.96034
京汉生活广场,116.66362,40.134829
京泰购物广场,116.462038,39.992998
京港城生活广场,116.414497,39.840509
京粮广场,116.253898,39.930845
京西大悦城,116.183412,39.925501
京通罗斯福,116.658551,39.889035
京颐商场,116.315028,39.932867
京饮华天商厦,116.341331,39.913638
亮马国际珠宝古玩城,116.476946,39.955255
亿兆百货,116.397877,39.896716
亿利生态广场,116.47074,39.914389
亿发购物中心,116.291624,39.783367
亿客达自选商场,116.821478,39.676826
亿旺商场,116.2919413,40.1464741
亿潼隆万丰购物中心,116.296283,39.873018
亿潼隆丰益购物中心(丰管路店),116.302114,39.858539
亿达·圣元荟ONE PLAZA,116.653725,39.907395
亿达·奥特莱斯,115.983839,39.699428
众仁达商城,115.406894,31.79832
会达万通商城,116.846276,40.377719
传奇生活广场,116.476483,39.887205
佳亿·青年汇,116.517166,39.921649
佳亿时尚广场,116.458441,39.949965
佳莲时代广场,116.230316,40.224295
佳运广场(立军路店),116.403999,40.046937
侨福芳草地,116.449285,39.919803
兆佳商场,116.455596,39.881834
光耀东方广场,116.32225,39.899217
八达岭奥莱,116.169923,40.234519
公园大道生活广场,116.414384,40.103783
六工汇购物广场,116.156233,39.915306
共享际(国贸店),116.300394,39.812044
兴业商业广场,116.367137,40.082992
兴德瑞商场,116.33924,39.73081699999999
兴民商场,116.322373,39.7308
兴糖商场,116.3355632,39.72246
兴糖礼贤商场雪松电器分店,116.434505,39.556519
兴达副食商场,116.339248,39.730048
兴隆信平超市,116.60846,40.13719
凤凰汇购物中心,115.973542,40.4589
凯德MALL,116.352875,39.941619
凯德MALL(大峡谷店),116.366142,39.854165
凯德晶品购物中心,116.297451,39.908102
凯时广场,116.339434,40.001426
利生体育商厦,116.410545,39.916601
劲松百货商场,116.455928,39.88411
北京SKP,116.478876,39.910067
北京apm,116.411692,39.914252
北京世茂百货,116.4493987,39.9341942
北京东方广场,116.414316,39.909603
北京中大瑞祥百货,116.135495,39.730593
北京中粮广场购物中心,116.429935,39.907633
北京丽泽天街,116.334369,39.866687
北京仟盛慧商城,116.830804,40.3889098
北京佳润发商城,116.7887606,40.3651452
北京侨福芳草地,116.448621,39.919524
北京光彩商场,116.415257,39.853093
北京兴鑫兴华五交化商场,116.4406159,39.804537
北京华硕中心长西商场,116.362015,39.898619
北京华联,116.431284,39.921784
北京华联万柳购物中心,116.29523,39.973062
北京友谊商店,116.443088,39.909089
北京友谊商店(建国门外大街店),116.443216,39.909061
北京君太百货,116.373655,39.909465
北京嘉里中心,116.45963,39.914045
北京国体商城,116.397063,39.86495499999999
北京坊,116.3954,39.89871
北京姚家园万象汇,116.421537,39.965021
北京安贞环宇荟,116.406337,39.977871
北京密红发商城,116.8208188,40.3754976
北京富力广场,116.460945,39.8955905
北京富力广场(东三环中路店),116.460622,39.895453
北京市利源城乡商厦,116.662098,40.106969
北京市复兴商业城,116.351718,39.90684299999999
北京市大新亚商场,116.341953,39.7264
北京市广安菜市口百货市场中心,116.339317,39.730564
北京市新世纪商城回龙观新晨商场,116.378143,40.056922
北京市新城百货商场,116.657771,39.904895
北京市朝阳区光华建材综合商场,116.601737,39.908381
北京市沙河百货商场,116.267697,40.132532
北京市百货大楼,116.410377,39.913498
北京市百货大楼(王府井店),116.410131,39.913779
北京市通州光明商场,116.668324,39.908227
北京市门头沟副食商场,116.099574,39.945227
北京市顺义力源商场,116.496852,40.171835
北京帝园商城(黄村东大街店),116.34055,39.732222
北京延庆万达广场,115.984571,40.474098
北京建外环宇荟,116.162101,39.922948
北京悦荟(南环路店),116.239161,40.212115
北京房山商贸有限公司良乡商场,116.142304,39.736344
北京新世界利莹百货,116.4803333,39.9866667
北京新世界商场,116.417516,39.896512
北京新昌百商场,116.2330302,40.2243952
北京方庄购物中心,116.428819,39.865496
北京明发广场,116.325612,39.68785
北京明清工艺购物商场,116.516873,40.026404
北京永隆公司前门百货商场,116.399921,39.899483
北京熙悦天街,116.184867,39.732991
北京燕莎奥特莱斯,116.488839,39.878694
北京环球城市大道Universal CityWalk Beijing,116.677137,39.851692
北京百货公司第一商场,116.430744,39.932674
北京百货大楼集团新业商场,116.421957,39.897961
北京百龙天安商场西门,116.400412,39.900758
北京石景山万达广场,116.226867,39.905826
北京缤纷汇购物中心,116.459256,39.894014
北京菜市口生活购物广场,116.367185,39.888872
北京赛尔奥特莱斯商业广场,114.194018,22.317484
北京赛尔奥特莱斯商业广场有限公司,116.323761,39.828993
北京赛特奥莱,116.50374,40.035655
北京赛特购物中心,116.441571,39.907781
北京鑫志利华百货,116.662124,40.112368
北京银泰中心in01(建国门外大街店),116.459374,39.907557
北京长安天街,116.123328,39.905131
北京馨港购物商场,116.666081,40.034398
北店时代广场,131.147677,44.399146
北投购物公园,116.401772,39.978941
北辰荟,116.387761,40.003452
北辰购物中心,116.407235,39.994052
千禧商业街,116.283342,39.890064
半壁店商业广场,116.637096,39.880818
华冠·欢乐城,115.964609,39.618375
华冠天地(房山城关店),116.069472,39.649172
华冠生活购物广场(窦店),115.961669,39.726964
华冠购物中心(良乡店),116.139337,39.735063
华创生活广场(安立路店),116.372488,40.010122
华发颐园商业中心,116.414275,40.043611
华堂商场,116.3376445,39.7580266
华夏幸福创新中心·特色商街,116.301559,39.823149
华威商场,116.374707,39.911162
华威潮铺街,116.373122,39.910813
华威约饭街,116.374336,39.911284
华宇时尚购物中心,116.323417,39.965368
华尚金泰广场,116.212845,39.76148
华瀚商业中心,116.49649,39.876371
华燕商贸诚信商场,116.4401464,40.0861174
华睦生活广场,116.324665,39.883596
华联商厦,116.339293,39.991913
华联购物中心,116.5522686,39.8301707
华联顺义金街购物中心,116.6511463,40.1205729
华腾新天地,116.487852,39.886067
华荣商场,116.189459,39.910693
华表商场,116.220369,39.850355
华谊生活广场,116.846553,40.377581
华贸天地,116.430521,40.048137
华贸广场,116.479971,39.909987
华贸购物中心,116.48023,39.90919
华远好天地中心,116.695835,39.870883
南绍商场,116.28791,40.207454
博泰国际商业广场,116.466738,40.002243
印象城,121.60876,38.910857
双信商城(东关店),115.981736,40.461942
双信大型百货商城(恒生超级批发市场店),115.989576,40.466482
双安商场,116.3253301,39.9668717
古隆盛服装百货生活广场(阳光华威市场店),116.471323,39.858084
合景·摩方购物中心,116.418094,39.899815
合生·麒麟新天地,116.605772,39.915375
合生广场,116.397728,39.855749
合生汇,116.4788054,39.8934811
吉星德亿生活广场,116.331763,39.731108
吉龙商城,116.396889,39.896168
同观商业中心,116.366446,39.980133
后时代广场(梦秀欢乐广场店),116.456967,39.994064
向日葵广场,116.703642,39.937401
和嘉汇生活广场(当代商城店),113.119651,36.191027
和平之星亲子广场(和平里中街店),113.214916,23.157924
和美购物广场(平谷店),117.109621,40.142858
哇沃生活广场(学院路店),116.348856,39.957568
哈德门广场,116.420346,39.899767
唐人街购物广场,116.390749,39.981208
商场,116.094102,39.952278
喜登隆商城,116.631878,40.310974
喜隆多Xirondo Plaza,113.269024,23.124346
喜隆多购物广场,116.196401,39.930693
嘉禾四季汇商场,116.278658,39.951352
嘉里商场,116.4596681,39.9144303
四元平价商场,116.476799,39.981381
四元桥购物中心,116.460807,39.978579
四海金龙,116.411992,40.526993
四环建材商场,116.338915,39.722652
国华商场(宣武门店),116.363904,39.898964
国泰商业大厦(顺义店),120.544836,31.862737
国泰广场,116.651921,40.129538
国泰百货,116.4355406,40.0734696
国泰良辰百货,116.141564,39.728751
国泰谊宾商城,116.646405,40.13303
国瑞购物中心,116.419732,39.898331
国营兴糖商场,116.335506,39.722295
国象商业,116.133841,40.071139
国贸商城,116.459288,39.910882
国贸购物中心,116.459242,39.909963
圣熙8号购物中心,116.353877,40.008805
地安门商场,116.395833,39.938199
城乡购物中心(公主坟店),116.307452,39.908792
城乡贸易中心,116.30752,39.908618
城市广场,116.502823,39.914628
复兴商业城,116.656921,40.141583
夏娃之秀,116.33717,40.07184
大东百货商场,116.527773,39.674051
大兴大悦春风里,116.342458,39.730349
大兴星城商厦,116.338982,39.730513
大华商场,116.39638,39.935598
大成国际(梅朵工厂店),116.492735,39.900391
大族广场Mall&More,116.512841,39.791811
大栅栏商场,116.3951161,39.8958875
大栅栏第一百货商场(大栅栏商业街店),116.396341,39.896053
大通德昂淘宝城,116.668658,39.883134
大雄商业中心,116.494985,39.799612
天元利生体育商厦,116.410904,39.916637
天圣发商业中心,116.189182,39.911451
天坛生活广场,116.319271,39.836153
天安凯富莱商场,116.4000812,39.9024428
天惠源商场,116.391185,40.177518
天桥百货商场,116.398526,39.886517
天泰商场,116.256064,39.889727
天瑞金宝商城,116.417582,39.914884
天美生活商城(明日嘉园店),116.285636,39.829549
天虹(北京国展店),116.341306,39.888769
天虹商场,116.393563,40.00072
天键广场,116.314638,39.752581
太阳飘亮购物中心,116.527835,40.213212
奥士凯公司东直门商场,116.435501,39.949153
奥新天地(双峪路店),117.765054,34.390683
好世界商业广场(北京国际中心店),116.462701,39.921422
好利来良乡商场店,116.14232,39.73638
好友世界商场,116.410757,39.911573
婕妮王超市,116.546492,40.06236699999999
孟庆海百货商城,117.129473,40.536914
安迈琪特电脑商场,116.314112,39.986685
宏鑫商城,116.070471,39.674615
官舍,116.463936,39.951686
宛平城便民购物中心,116.231927,39.852431
宜尚百货商场,116.335716,40.08033
家居商场,116.439561,39.805028
家庭号购物中心,116.76937,40.196462
密云万象汇,116.835408,40.355646
富诺登生活广场,116.549161,39.818493
富贵园购物中心(广渠门内大街店),116.432416,39.894272
小人国商场,116.233988,40.270381
尚街购物中心,116.517222,39.91703
居然之家家居生活MALL(丽泽店),116.310191,39.872163
山姆会员商店,116.505971,39.81101
工美大厦(王府井店),116.455772,39.878306
帝园商城,116.3402704,39.7319307
广丰购物,116.317466,39.757373
庄胜崇光百货(宣武门店),116.375013,39.89585
庄胜崇光百货商场,116.3757095,39.8966675
康健宝盛广场,116.372707,40.036358
延庆人民商场(东顺城街店),115.975007,40.458957
当代商城,116.321031,39.97058699999999
怀柔商业大厦,116.633369,40.314963
恒基商城,116.427673,39.90642
恒大城市广场,116.532913,39.968719
恒源商厦,116.155197,39.808923
悠乐汇,116.476671,39.989618
悠唐生活广场,116.4401811,39.922338
悠唐购物中心,116.438951,39.921623
悦茂购物中心,116.34972,40.043497
悦街(中粮·京西祥云店),116.218585,39.801245
悦邻百姓广场,116.309476,39.89441
惠仁达商场,116.662755,40.110339
惠美商厦(东外大街店),115.979796,40.460508
房山人民商场,115.971266,39.697481
房山商业大楼良乡商场,116.142681,39.736148
房山商业大楼良乡商场(北关东路店),116.142492,39.736475
手机商场,116.413141,39.78631
护国新天地,116.375451,39.935402
提灯街,116.466324,39.957473
搜秀城,116.419273,39.896539
斯普瑞斯奥特莱斯,116.596194,40.011221
新世界百货,116.4133224,39.89947129999999
新世纪(三宫庙胡同店),116.34303,39.808885
新世纪商城,116.225,40.227388
新世纪商城兴寿商场,116.415188,40.222698
新世纪商城小汤山商场,116.391712,40.177236
新世纪商城崔村商场,116.363661,40.221197
新世纪商城星城商场,116.1329009,40.2347131
新世纪商城汤山商场,116.391671,40.17731
新世纪商城阳坊商场,116.14478,40.13945
新世纪新晨商场,116.367663,40.075163
新业广场,116.447081,39.857384
新中关购物中心,116.315277,39.978335
新华商场,116.6701038,39.90879109999999
新地佰商场,116.568108,40.778015
新城商厦,114.736398,41.139765
新奥天虹,116.396034,40.001509
新奥购物中心,116.393657,39.998354
新年华购物中心,116.325635,39.877289
新悦百货(龙山东路店),116.484737,39.977235
新时特购物广场,116.319957,39.848824
新来福三环新城(特许经营店),116.30769,39.84829
新泰商场,116.667869,39.911764
新活馆,116.413225,39.899797
新源商场,116.233675,40.225026
新燕莎金街购物广场,116.410561,39.909833
新番时光里,116.490323,39.984879
新街口百货商场,116.372227,39.940196
新辰里购物中心,116.406398,39.991329
新达商场,116.632431,40.33229
新风商场,116.644602,40.138207
方庄购物中心,116.4289883,39.865567
方恒时尚中心,116.340805,39.968286
方恒购物中心(望京小街店),116.48396,39.991442
日上商厦,116.00349,40.46122
日坛上街,116.443688,39.919079
日坛国际贸易中心,116.442274,39.919265
旧宫兴华五金交电商场,116.4408996,39.8045317
时代Life(方庄时代生活广场店),116.575769,39.894584
时代金街,116.369845,39.846218
旺角购物广场,116.463128,40.001401
旺铺街地下商城,116.112996,39.935523
昆仑·汇购物中心,116.4582159,39.9484684
昆泰商城,116.444574,39.923074
昌发展万科广场,116.315847,40.066232
昌平八达岭奥特莱斯(万丰路店),116.170269,40.234839
昌平县天宝商场,116.234345,40.269765
易生活(立军路店),106.504149,29.518125
昕春光地下商城,116.6329773,40.3145605
星东天地生活购物广场,109.931447,33.872663
春平广场,116.451068,39.924261
春成商场,116.656205,40.212237
晓月广场(金瑞天霖购物中心店),116.210173,39.845492
晓白楼五金机电商场,116.6715,39.908179
暖山生活,116.415407,40.031967
月恒正大新生活广场,116.312742,39.87886
朗福儿童广场,116.859365,40.377165
望京华彩商业中心,116.46782,40.010455
望京小街WALK,116.482352,39.989421
望京食尚街,116.481406,39.996655
望馨商业中心,116.462133,40.009085
朝外Men雅宝商城,116.441864,39.921693
朝林广场B座,116.50635,39.791818
朝阳商业大楼(西坝河中里社区店),116.439622,39.961836
朝阳大悦城,116.517717,39.924728
李老社区商业中心,116.635692,39.891105
来福士中心,116.432683,39.939697
来福士购物中心,116.43199,39.940146
杰通商场,116.34164,39.731901
极卓广场,116.644293,39.89169
林奥CITY PARK购物中心,116.427213,39.86647
枫尚奥特莱斯购物广场,117.094713,40.144868
枫尚生活广场(陈列馆路店),116.672795,39.929636
枫蓝国际购物中心,116.356605,39.952958
格兰仕,116.345054,39.717259
格林豪泰北京市大兴区榆垡镇新机场快捷酒店,116.33016,39.516504
梅源商厦,116.419522,39.797848
梦秀欢乐广场,116.456687,39.993893
梨园淘宝城新生活广场,116.166286,40.362053
棕榈泉生活广场,116.4788,39.931954
橙天购物,116.411955,40.1179097
檀州大厦商场,116.844469,40.375144
次渠购物中心,116.569603,39.803972
欧美汇购物中心,116.314045,39.979434
欧陆广场,116.546838,40.066852
欧陆时尚购物中心,116.54797,40.066875
正光天和商业广场(兴华大街店),116.332842,39.756986
正大中心,116.467852,39.912578
正泰电器,116.267656,40.132364
毕淘买生活广场,116.490901,39.975785
毛纺城市场(清河店),116.335797,40.036117
民生商场,116.34072,39.731519
水晶港生活广场,116.337179,39.757598
永兴商城,119.890298,31.483418
永利国际中心,116.444682,39.934667
永安路百货商场,116.39167,39.88636
永旺国际商城,116.290021,40.09596
永旺梦乐城(北京丰台店),116.29207,39.817953
永湖商业广场,116.64271,39.893092
永盛嘉禾购物中心,116.562299,40.148246
汇京双子座大厦,116.448639,39.90775
汇嘉商场,116.2679432,39.545957
汉光百货,116.375191,39.909408
江隆源商场,116.632859,40.314488
沁春汇商业广场,116.334777,40.05788
泛悦坊(西城店),116.342952,39.87685
泰禾新天地,116.219714,39.904333
泰禾里,116.321447,39.713215
活力东方购物广场,116.522141,39.940526
润福霖购物中心(采育店),116.241355,39.835044
淘汇新天(王府井步行街店),116.410627,39.91597
清河万象汇,116.334435,40.030181
清河百货商场,116.294814,40.014954
温榆广场,116.561933,40.049882
港龙商业中心(回龙观西大街店),116.331289,40.078283
滕鸿源综合商场,116.639288,39.660378
潘家园旧货市场,116.458263,39.875426
潞河商场,116.657916,39.900367
潮驿178,116.416,40.040231
澳门中心,116.413327,39.914866
瀛海环宇坊,116.448613,39.758038
瀛海购物广场,116.458434,39.759777
燕丰商场,116.439068,39.96008
燕京商场,116.652034,40.134598
燕莎友谊商城,116.29095,39.958881
燕莎友谊商城(亮马桥店),116.463019,39.948858
燕莎奥特莱斯购物中心,116.487321,39.877498
燕赛奥特莱斯购物中心(密云店),116.84502,40.374349
燕隆汇生活广场,116.062204,39.711134
爱工场北化机Mall,121.427075,31.332036
爱悦城,116.141573,39.729923
爱维家电五金商场,116.232014,40.219828
玉泉商业生活中心,116.252251,39.976021
王府中環,116.40956,39.912438
王府井U生活中心(右安门店),116.364679,39.872068
王府井喜悦,116.411815,39.916227
王府井国际品牌中心,116.407709,39.912474
王府井奥莱·香江小镇,116.505252,40.035509
王府井银泰in88,116.411823,39.915746
王府井食品商场,116.411515,39.911661
玖安广场,116.408915,39.952121
玫瑰城购物中心,116.337245,39.752756
环球新意百货,115.975966,40.461638
瑞兴隆商业广场,116.510956,39.844476
瑞嘉商场,116.846384,40.374859
瑞城商业中心,116.467346,39.95025
瑞程奥特莱斯,116.368938,39.83314
甘家口商场,116.333684,39.927127
甘家口商场(三里河店),116.328527,39.927893
百佳商厦,115.977012,40.46422
百分百购物中心(漷马路旧线店),116.553645,39.762442
百品尚购物中心(康庄店),115.902105,40.373121
百姓大润发购物广场,116.639729,39.659495
百尚生活广场,116.544945,39.753013
百盛购物中心,116.358085,39.908134
百联清城国际购物中心,116.3319713,39.7394549
百联清城购物中心(兴华大街店),116.331587,39.738727
百荣世贸商城,116.398186,39.861055
百荣二期商城,116.406327,39.856633
盛景国际广场,116.202026,39.908067
碧泉商场,116.161739,39.926456
禧乐汇生活主题广场(马连店),109.330572,24.256342
秀水街,116.438849,39.910584
第5大道精品休闲购物广场,116.406931,40.003217
管庄购物城,116.590592,39.912446
米兰·life生活广场,116.312643,39.879775
米拉广场,116.545498,39.759978
精品购物中心,116.330426,40.057692
繁星西单商场连锁店,116.42705,39.805102
维吉奥广场(弯里中心店),116.501323,39.86723
维海家电城,116.374398,40.097529
绿地缤纷城(大兴店),116.33415,39.764158
绿地缤纷荟(采育店),116.62702,39.655818
绿色缤纷中央广场,116.334122,39.765893
美达大厦地下商场,116.570811,39.80264
翠微百货,116.2649652,39.8886671
老佛爷百货,116.374891,39.914132
老番街批发市场,116.4413285,39.9210935
老白广路商场,116.358659,39.883617
聚乐汇,116.640471,40.129271
肥桃生活广场(主语国际店),116.324575,39.934152
胜利商场,116.654441,40.140299
胜达商业(青年路店),116.516878,39.932169
航天万源广场,116.42355,39.802579
船洋国际,116.65672,39.907164
良乡商城,116.142365,39.734862
艺苑商场,116.595822,39.978904
花乡奥莱村,116.324004,39.827593
花园路百货商场,116.365685,39.978673
芳圆里ID MALL,116.48788,39.889111
苏宁生活广场,116.494646,39.91588
苏宁百货(通州店),116.225676,39.906626
苏荷时代商业广场,116.644016,39.891819
荟聚购物中心,116.326305,39.789675
荣和商业中心,116.562375,40.053215
荣康绿地购物中心直营店(大兴绿地缤纷城西岸店),116.307407,39.908761
荣祥广场,116.5473055,40.0629919
菜市口百货,116.359372,39.888905
蓝岛大厦,116.4492474,39.9220948
蓝岛大厦(朝阳店),116.449406,39.922391
蓝腾购物中心,115.9611,39.726478
蓝色港湾,116.4744001,39.9430504
虎坊路百货商场,116.384727,39.887693
融科天地(融科资讯中心),116.326989,39.983864
西三旗万象汇,116.366266,40.061826
西关购物广场,116.157626,40.526395
西北旺万象汇,116.259961,40.04904
西单商业街,116.374567,39.907812
西单商场,116.37432,39.912225
西单商场仓储商场,116.430304,39.804241
西单商场华联超市配送中心,116.513815,39.821655
西单商场天通苑名品折扣店,116.414305,40.066695
西单园美家具大商场,116.431215,39.80426
西单大悦城,116.373528,39.910649
西单明珠商场,116.375909,39.910393
西单明珠市场,116.3761821,39.9106779
西单觅食森林,116.373208,39.913345
西单购物中心,116.3742064,39.9112149
西宏苑商场,116.3803386,39.8000731
西富港商城,116.995777,36.683394
西点mall(中鼎大厦店),116.340566,39.967001
西直河商业中心,116.527509,39.844175
西西109,114.210228,30.561331
西门怡佳地下商场,116.643683,39.908139
西马庄商场,116.568326,39.873203
诺德商街,116.300812,39.826912
财富购物中心,116.570353,39.803324
贵友大厦(通州店),116.288274,39.958631
赋霖商厦,116.331514,39.851895
超极合生汇,116.292718,40.09693
路劲世界广场,116.291906,40.206866
辟才便民商场,116.3671257,39.909837
达人街商城,116.646,40.12147
达美艺术中心,116.516834,39.936936
迎风商场,115.956671,39.730741
远洋时代广场,116.252409,39.901306
远洋未来汇,106.469527,29.531983
迪佳广场,116.297672,39.969007
通厦·康达广场,116.551337,39.923209
通厦公元99,116.337194,40.047178
通州百货商场一楼营业部,116.667533,39.908798
遛99三层美食街,117.275094,40.652314
邓家窑家装购物中心,116.628858,39.926256
郎园Park,116.234965,39.909859
都汇天地购物中心,116.4604982,39.94938459999999
金五星商城,116.253787,40.220913
金五星服装百货批发市场,116.2530959,40.2212706
金四季购物中心,116.271566,39.944263
金地广场(大望路店),116.474488,39.909108
金宝汇购物中心,116.421522,39.915162
金尚源SHANG,116.449212,39.948755
金时代时尚购物中心(管庄路店),116.591219,39.914062
金泉广场,116.414001,40.003077
金泉港,116.415432,40.004743
金泰商厦,116.259416,39.918126
金泰商城,116.548012,39.955373
金源时代购物中心,116.279962,39.95262
金融街购物中心,116.360332,39.915799
金达商场(前门大街店),116.400372,39.899808
金锣湾商业中心,115.976321,40.461855
金锣湾商业中心C座,115.975326,40.461427
金隅嘉品Mall,116.547636,39.951739
金马商场,116.5559894,39.7584987
鑫海韵通大卖场(双兴店),116.660453,40.109313
鑫海韵通百货,116.650134,40.130303
鑫隆生活广场(阳光好东东店),116.678746,39.895576
铭泽生活广场,116.476869,39.864036
银座mall,116.435659,39.940335
银座mall(东直门店),116.435484,39.940173
银座和谐广场,116.297342,39.882318
银河SOHO购物中心,116.697545,29.003295
银泰百货(大红门店),116.412259,39.916009
锦华商场,116.665517,39.908703
长丰园商业中心(南区店),116.287846,39.781461
长安商场,116.843226,40.361329
阳光新城市广场(朝阳路辅路店),116.505605,39.91519
陆港城,116.59289,39.925007
隆兴购物广场(昌平区店),116.287989,40.150391
隆华奥特莱斯购物广场,116.642237,40.128497
隆华购物中心(杨镇分店),116.651133,40.127856
雅宝城Y19market,116.441589,39.918306
雪域藏獒龙智诺布商场,116.648554,39.855146
静安荟,116.446057,39.95646
顺中商城,116.650975,40.125989
顺义交电商场,116.6524129,40.1370235
顺义西单商场,116.6509007,40.130101
顺怀冬宝毛线商场,116.630603,40.308285
顺星商城,116.428055,40.132405
颐堤港,116.491318,39.969858
食宝街(航天桥店),116.310133,39.924142
食寶街,116.314768,39.980817
首创奥特莱斯(房山店),116.186584,39.763613
首创郎园Station,116.515924,39.968311
首开智荟街,116.33791,40.073134
首开福茂(长阳店),116.427191,39.846412
首航生活广场(七里庄店),116.436855,39.761932
香江广场,116.510871,40.024437
马泉营购物中心,116.512735,40.036848
高和萃,116.462489,39.928049
鸿坤广场,116.33977,39.791453
鸿豪商业中心,116.44139,39.920961
鼓楼商场,116.233177,40.223295
龙域中心西区,116.312569,40.066496
龙德广场,116.4152947,40.0593769
龙湖北京亦庄天街,116.492452,39.753035
龙湖北京北苑天街,116.438524,40.042793
龙湖北京大兴天街,116.320202,39.686812
龙湖北京房山天街,116.140617,39.74553
龙湖北京长楹天街,116.598837,39.924862
龙湖星悦荟(颐和店),116.391386,39.986427
龙湖西宸广场,116.321614,39.845051
Ｃ＆Ｍ,116.28904,40.09875